application_id,job_id,user_id,role,college_id,applied_at
1071,125,608,student,101,2026-01-02 16:58:49.657147
1072,159,50,student,104,2026-01-16 16:58:49.657147
1073,126,302,student,101,2026-01-17 16:58:49.657147
1074,197,9,student,101,2025-11-22 16:58:49.657147
1075,104,458,student,104,2025-11-27 16:58:49.657147
1076,118,487,student,103,2025-11-16 16:58:49.657147
1077,98,994,student,101,2025-12-21 16:58:49.657147
1078,97,356,student,103,2025-11-06 16:58:49.657147
1079,151,61,student,102,2026-01-19 16:58:49.657147
1080,190,682,student,103,2026-01-08 16:58:49.657147
1081,126,967,student,102,2025-11-08 16:58:49.657147
1082,38,262,student,104,2025-11-16 16:58:49.657147
1083,175,490,student,103,2025-12-15 16:58:49.657147
1084,188,571,student,103,2025-11-03 16:58:49.657147
1085,194,693,student,102,2026-01-21 16:58:49.657147
1086,36,455,student,103,2026-01-15 16:58:49.657147
1087,5,306,student,103,2025-11-18 16:58:49.657147
1088,138,506,student,102,2025-12-12 16:58:49.657147
1089,159,266,student,102,2025-12-11 16:58:49.657147
1090,84,722,student,104,2026-01-03 16:58:49.657147
1091,66,734,student,104,2025-11-17 16:58:49.657147
1092,182,145,student,103,2026-01-10 16:58:49.657147
1093,71,197,student,101,2025-12-29 16:58:49.657147
1094,74,98,student,101,2026-01-09 16:58:49.657147
1095,197,265,student,104,2025-11-06 16:58:49.657147
1096,39,441,student,101,2026-01-02 16:58:49.657147
1097,125,81,student,103,2025-12-08 16:58:49.657147
1098,139,277,student,101,2025-12-02 16:58:49.657147
1099,140,889,student,102,2025-12-03 16:58:49.657147
1100,15,940,student,104,2025-11-06 16:58:49.657147
1101,156,769,student,104,2026-01-12 16:58:49.657147
1102,181,342,student,101,2025-12-22 16:58:49.657147
1103,153,128,student,102,2025-12-13 16:58:49.657147
1104,128,794,student,102,2026-01-19 16:58:49.657147
1105,130,548,student,104,2025-12-10 16:58:49.657147
1106,49,181,student,103,2026-01-09 16:58:49.657147
1107,140,316,student,103,2026-01-02 16:58:49.657147
1108,46,181,student,103,2026-01-09 16:58:49.657147
1109,167,755,student,103,2026-01-28 16:58:49.657147
1110,81,894,student,101,2025-12-07 16:58:49.657147
1111,59,133,student,103,2025-11-18 16:58:49.657147
1112,56,42,student,104,2025-11-10 16:58:49.657147
1113,45,759,student,103,2025-11-14 16:58:49.657147
1114,87,713,student,102,2026-01-18 16:58:49.657147
1115,78,674,student,101,2026-01-04 16:58:49.657147
1116,168,603,student,104,2025-11-01 16:58:49.657147
1117,165,837,student,101,2025-12-21 16:58:49.657147
1118,93,308,student,103,2026-01-06 16:58:49.657147
1119,22,250,student,104,2026-01-15 16:58:49.657147
1120,64,799,student,103,2025-11-24 16:58:49.657147
1121,5,839,student,103,2026-01-05 16:58:49.657147
1122,157,751,student,103,2025-11-25 16:58:49.657147
1123,125,243,student,103,2026-01-17 16:58:49.657147
1124,9,314,student,102,2025-12-09 16:58:49.657147
1125,158,333,student,103,2026-01-01 16:58:49.657147
1126,94,94,student,103,2025-12-18 16:58:49.657147
1127,99,998,student,104,2025-11-25 16:58:49.657147
1128,141,592,student,101,2025-11-13 16:58:49.657147
1129,180,838,student,103,2025-11-06 16:58:49.657147
1130,25,335,student,101,2026-01-12 16:58:49.657147
1131,8,568,student,102,2026-01-17 16:58:49.657147
1132,47,493,student,102,2026-01-05 16:58:49.657147
1133,147,684,student,102,2025-12-05 16:58:49.657147
1134,19,94,student,102,2025-11-26 16:58:49.657147
1135,103,202,student,101,2025-11-04 16:58:49.657147
1136,114,287,student,102,2025-11-26 16:58:49.657147
1137,2,340,student,104,2026-01-10 16:58:49.657147
1138,61,366,student,101,2026-01-18 16:58:49.657147
1139,79,474,student,104,2025-12-04 16:58:49.657147
1140,111,269,student,103,2025-12-23 16:58:49.657147
1141,150,78,student,104,2025-12-03 16:58:49.657147
1142,84,756,student,104,2025-12-24 16:58:49.657147
1143,173,107,student,104,2025-12-26 16:58:49.657147
1144,195,752,student,104,2025-12-16 16:58:49.657147
1145,14,199,student,102,2025-11-22 16:58:49.657147
1146,149,84,student,102,2025-11-24 16:58:49.657147
1147,157,694,student,104,2025-12-06 16:58:49.657147
1148,32,773,student,104,2026-01-10 16:58:49.657147
1149,47,622,student,103,2025-12-01 16:58:49.657147
1150,3,987,student,103,2025-12-31 16:58:49.657147
1151,41,255,student,104,2025-11-23 16:58:49.657147
1152,152,367,student,104,2025-12-20 16:58:49.657147
1153,104,22,student,104,2025-12-21 16:58:49.657147
1154,64,457,student,101,2025-12-31 16:58:49.657147
1155,28,191,student,102,2026-01-17 16:58:49.657147
1156,52,136,student,101,2025-12-28 16:58:49.657147
1157,180,913,student,101,2025-12-14 16:58:49.657147
1158,20,349,student,102,2026-01-14 16:58:49.657147
1159,126,44,student,104,2025-11-24 16:58:49.657147
1160,42,776,student,103,2025-12-26 16:58:49.657147
1161,24,583,student,103,2025-12-04 16:58:49.657147
1162,155,673,student,103,2026-01-23 16:58:49.657147
1163,6,77,student,103,2025-11-21 16:58:49.657147
1164,55,377,student,104,2025-11-11 16:58:49.657147
1165,108,289,student,101,2025-11-08 16:58:49.657147
1166,34,490,student,104,2025-11-23 16:58:49.657147
1167,71,23,student,104,2025-12-11 16:58:49.657147
1168,108,181,student,103,2026-01-25 16:58:49.657147
1169,200,456,student,103,2026-01-11 16:58:49.657147
1170,187,147,student,103,2025-11-03 16:58:49.657147
1171,164,531,student,101,2026-01-05 16:58:49.657147
1172,167,1000,student,103,2026-01-18 16:58:49.657147
1173,10,223,student,101,2026-01-05 16:58:49.657147
1174,54,259,student,101,2025-11-16 16:58:49.657147
1175,22,261,student,102,2025-11-14 16:58:49.657147
1176,4,912,student,102,2026-01-05 16:58:49.657147
1177,161,790,student,104,2026-01-19 16:58:49.657147
1178,63,678,student,102,2026-01-25 16:58:49.657147
1179,196,98,student,103,2025-12-11 16:58:49.657147
1180,25,659,student,103,2026-01-21 16:58:49.657147
1181,82,605,student,101,2025-12-06 16:58:49.657147
1182,93,283,student,101,2026-01-27 16:58:49.657147
1183,154,752,student,101,2025-12-31 16:58:49.657147
1184,108,561,student,102,2026-01-02 16:58:49.657147
1185,116,848,student,103,2026-01-17 16:58:49.657147
1186,55,592,student,103,2026-01-23 16:58:49.657147
1187,96,634,student,104,2026-01-28 16:58:49.657147
1188,84,476,student,104,2025-11-10 16:58:49.657147
1189,52,806,student,104,2025-12-12 16:58:49.657147
1190,73,906,student,101,2026-01-04 16:58:49.657147
1191,174,794,student,102,2025-12-02 16:58:49.657147
1192,176,980,student,104,2025-12-14 16:58:49.657147
1193,111,123,student,104,2026-01-16 16:58:49.657147
1194,49,304,student,104,2025-11-05 16:58:49.657147
1195,33,146,student,102,2025-10-30 16:58:49.657147
1196,76,481,student,103,2026-01-04 16:58:49.657147
1197,141,596,student,101,2026-01-06 16:58:49.657147
1198,180,426,student,103,2025-12-04 16:58:49.657147
1199,135,199,student,101,2025-11-25 16:58:49.657147
1200,113,719,student,104,2025-12-28 16:58:49.657147
1201,189,733,student,103,2025-12-25 16:58:49.657147
1202,147,675,student,103,2026-01-25 16:58:49.657147
1203,193,987,student,103,2026-01-23 16:58:49.657147
1204,196,831,student,104,2026-01-07 16:58:49.657147
1205,29,561,student,101,2025-11-27 16:58:49.657147
1206,76,647,student,103,2025-10-31 16:58:49.657147
1207,182,657,student,101,2025-12-14 16:58:49.657147
1208,109,436,student,101,2025-12-12 16:58:49.657147
1209,199,738,student,101,2025-12-23 16:58:49.657147
1210,129,91,student,101,2025-12-22 16:58:49.657147
1211,94,961,student,104,2026-01-18 16:58:49.657147
1212,159,625,student,104,2026-01-18 16:58:49.657147
1213,165,317,student,101,2025-12-03 16:58:49.657147
1214,159,437,student,104,2025-11-18 16:58:49.657147
1215,105,996,student,103,2026-01-25 16:58:49.657147
1216,10,98,student,103,2025-11-12 16:58:49.657147
1217,168,924,student,102,2025-12-11 16:58:49.657147
1218,181,717,student,103,2025-11-16 16:58:49.657147
1219,154,417,student,104,2025-11-29 16:58:49.657147
1220,145,517,student,101,2025-11-08 16:58:49.657147
1221,135,306,student,101,2026-01-24 16:58:49.657147
1222,81,900,student,103,2025-12-06 16:58:49.657147
1223,180,996,student,102,2025-12-27 16:58:49.657147
1224,164,780,student,102,2026-01-13 16:58:49.657147
1225,89,86,student,104,2025-12-26 16:58:49.657147
1226,66,422,student,102,2026-01-01 16:58:49.657147
1227,81,159,student,104,2025-11-05 16:58:49.657147
1228,2,949,student,103,2025-12-30 16:58:49.657147
1229,162,947,student,103,2025-11-21 16:58:49.657147
1230,169,885,student,101,2026-01-25 16:58:49.657147
1231,181,11,student,101,2026-01-21 16:58:49.657147
1232,167,990,student,102,2025-12-03 16:58:49.657147
1233,161,504,student,102,2025-12-19 16:58:49.657147
1234,178,630,student,103,2026-01-05 16:58:49.657147
1235,93,444,student,104,2025-11-09 16:58:49.657147
1236,63,726,student,104,2025-12-06 16:58:49.657147
1237,135,269,student,104,2025-11-22 16:58:49.657147
1238,55,789,student,103,2025-12-29 16:58:49.657147
1239,141,545,student,102,2025-12-30 16:58:49.657147
1240,3,303,student,102,2026-01-28 16:58:49.657147
1241,79,769,student,102,2025-12-29 16:58:49.657147
1242,36,903,student,102,2025-12-06 16:58:49.657147
1243,141,592,student,101,2025-11-10 16:58:49.657147
1244,59,834,student,101,2025-12-10 16:58:49.657147
1245,101,3,student,101,2025-12-19 16:58:49.657147
1246,172,36,student,104,2025-12-15 16:58:49.657147
1247,177,76,student,103,2025-12-22 16:58:49.657147
1248,183,148,student,102,2025-11-22 16:58:49.657147
1249,111,347,student,102,2025-11-29 16:58:49.657147
1250,116,337,student,101,2025-12-05 16:58:49.657147
1251,36,109,student,101,2025-12-19 16:58:49.657147
1252,5,844,student,103,2025-12-13 16:58:49.658150
1253,133,389,student,101,2025-10-31 16:58:49.658150
1254,166,231,student,102,2026-01-25 16:58:49.658150
1255,136,218,student,101,2026-01-01 16:58:49.658150
1256,168,770,student,104,2025-12-08 16:58:49.658150
1257,72,564,student,103,2025-12-27 16:58:49.658150
1258,111,605,student,102,2026-01-06 16:58:49.658150
1259,86,675,student,103,2025-11-04 16:58:49.658150
1260,183,523,student,104,2025-12-28 16:58:49.658150
1261,154,96,student,104,2026-01-24 16:58:49.658150
1262,77,631,student,102,2025-12-11 16:58:49.658150
1263,43,462,student,103,2025-12-07 16:58:49.658150
1264,110,65,student,102,2026-01-18 16:58:49.658150
1265,88,4,student,101,2025-11-30 16:58:49.658150
1266,152,112,student,103,2025-11-22 16:58:49.658150
1267,108,46,student,102,2026-01-15 16:58:49.658150
1268,72,551,student,103,2026-01-09 16:58:49.658150
1269,33,163,student,101,2026-01-10 16:58:49.658150
1270,110,443,student,103,2026-01-03 16:58:49.658150
1271,57,259,student,102,2025-11-12 16:58:49.658150
1272,110,538,student,103,2025-11-27 16:58:49.658150
1273,26,962,student,101,2026-01-27 16:58:49.658150
1274,154,402,student,104,2025-12-09 16:58:49.658150
1275,145,444,student,101,2025-11-05 16:58:49.658150
1276,177,129,student,104,2025-12-08 16:58:49.658150
1277,73,318,student,102,2026-01-05 16:58:49.658150
1278,123,589,student,102,2025-11-15 16:58:49.658150
1279,169,333,student,102,2026-01-15 16:58:49.658150
1280,171,567,student,103,2025-12-21 16:58:49.658150
1281,174,716,student,101,2025-11-22 16:58:49.658150
1282,172,215,student,104,2025-12-02 16:58:49.658150
1283,125,278,student,101,2025-11-03 16:58:49.658150
1284,10,480,student,102,2025-12-06 16:58:49.658150
1285,26,500,student,103,2025-11-01 16:58:49.658150
1286,63,346,student,101,2025-12-21 16:58:49.658150
1287,40,570,student,104,2025-12-22 16:58:49.658150
1288,51,816,student,103,2025-11-19 16:58:49.658150
1289,196,618,student,102,2026-01-06 16:58:49.658150
1290,54,695,student,102,2026-01-23 16:58:49.658150
1291,179,227,student,102,2026-01-04 16:58:49.658150
1292,142,335,student,103,2026-01-26 16:58:49.658150
1293,193,762,student,103,2025-11-07 16:58:49.658150
1294,80,204,student,101,2025-12-02 16:58:49.658150
1295,200,254,student,103,2025-12-15 16:58:49.658150
1296,171,333,student,102,2025-12-08 16:58:49.658150
1297,47,639,student,101,2026-01-20 16:58:49.658150
1298,30,926,student,101,2026-01-22 16:58:49.658150
1299,58,100,student,102,2025-12-20 16:58:49.658150
1300,99,135,student,103,2025-12-26 16:58:49.658150
1301,187,51,student,101,2025-12-16 16:58:49.658150
1302,189,745,student,103,2026-01-06 16:58:49.658150
1303,134,660,student,103,2026-01-13 16:58:49.658150
1304,47,389,student,101,2025-11-17 16:58:49.658150
1305,119,932,student,103,2025-12-11 16:58:49.658150
1306,74,111,student,101,2026-01-16 16:58:49.658150
1307,87,857,student,102,2026-01-15 16:58:49.658150
1308,163,102,student,102,2025-11-06 16:58:49.658150
1309,78,295,student,102,2025-10-31 16:58:49.658150
1310,151,440,student,104,2025-11-15 16:58:49.658150
1311,151,255,student,102,2025-12-03 16:58:49.658150
1312,178,585,student,103,2026-01-10 16:58:49.658150
1313,125,931,student,104,2025-11-30 16:58:49.658150
1314,119,476,student,104,2025-11-04 16:58:49.658150
1315,94,686,student,102,2025-11-13 16:58:49.658150
1316,52,871,student,102,2025-11-30 16:58:49.658150
1317,55,199,student,104,2026-01-20 16:58:49.658150
1318,56,407,student,102,2025-12-10 16:58:49.658150
1319,96,282,student,104,2025-11-08 16:58:49.658150
1320,65,289,student,101,2025-11-18 16:58:49.658150
1321,77,961,student,104,2026-01-14 16:58:49.658150
1322,111,587,student,101,2026-01-25 16:58:49.658150
1323,80,807,student,104,2026-01-09 16:58:49.658150
1324,54,524,student,101,2025-12-24 16:58:49.658150
1325,193,359,student,102,2026-01-09 16:58:49.658150
1326,172,198,student,102,2026-01-02 16:58:49.658150
1327,1,560,student,101,2025-11-22 16:58:49.658150
1328,89,914,student,103,2025-12-18 16:58:49.658150
1329,95,389,student,102,2025-12-19 16:58:49.658150
1330,168,38,student,104,2025-12-26 16:58:49.658150
1331,55,239,student,103,2025-12-02 16:58:49.658150
1332,71,26,student,101,2026-01-20 16:58:49.658150
1333,18,526,student,101,2025-11-20 16:58:49.658150
1334,8,205,student,104,2025-11-30 16:58:49.658150
1335,102,939,student,102,2025-12-13 16:58:49.658150
1336,178,853,student,103,2025-10-30 16:58:49.658150
1337,100,884,student,104,2025-11-10 16:58:49.658150
1338,161,311,student,102,2025-12-21 16:58:49.658150
1339,50,944,student,103,2026-01-28 16:58:49.658150
1340,151,110,student,104,2026-01-19 16:58:49.658150
1341,4,111,student,101,2025-11-16 16:58:49.658150
1342,59,293,student,104,2025-10-30 16:58:49.658150
1343,196,911,student,101,2025-11-04 16:58:49.658150
1344,78,953,student,101,2026-01-21 16:58:49.658150
1345,139,116,student,103,2025-11-18 16:58:49.658150
1346,23,436,student,101,2025-12-21 16:58:49.658150
1347,193,312,student,103,2026-01-12 16:58:49.658150
1348,54,431,student,101,2025-12-07 16:58:49.658150
1349,175,803,student,102,2026-01-17 16:58:49.658150
1350,112,813,student,103,2026-01-02 16:58:49.658150
1351,22,933,student,101,2025-11-26 16:58:49.658150
1352,115,678,student,103,2025-12-22 16:58:49.658150
1353,15,853,student,103,2026-01-20 16:58:49.658150
1354,159,649,student,102,2026-01-20 16:58:49.658150
1355,136,191,student,103,2025-12-17 16:58:49.658150
1356,111,114,student,102,2025-11-25 16:58:49.658150
1357,139,985,student,103,2026-01-04 16:58:49.658150
1358,23,268,student,103,2025-11-07 16:58:49.658150
1359,138,119,student,103,2025-11-11 16:58:49.658150
1360,126,396,student,103,2026-01-17 16:58:49.658150
1361,12,503,student,103,2025-11-30 16:58:49.658150
1362,86,566,student,102,2025-12-26 16:58:49.658150
1363,174,982,student,103,2025-12-31 16:58:49.658150
1364,65,752,student,101,2025-11-21 16:58:49.658150
1365,54,434,student,102,2025-12-25 16:58:49.658150
1366,28,821,student,102,2025-11-08 16:58:49.658150
1367,152,681,student,103,2026-01-18 16:58:49.658150
1368,13,106,student,103,2025-12-06 16:58:49.658150
1369,82,652,student,104,2025-12-28 16:58:49.658150
1370,159,349,student,101,2026-01-23 16:58:49.658150
1371,189,30,student,101,2025-12-14 16:58:49.658150
1372,128,643,student,101,2026-01-21 16:58:49.658150
1373,9,441,student,104,2025-11-04 16:58:49.658150
1374,146,672,student,102,2025-12-10 16:58:49.658150
1375,109,463,student,101,2025-12-19 16:58:49.658150
1376,101,830,student,102,2026-01-11 16:58:49.658150
1377,111,152,student,103,2025-11-17 16:58:49.658150
1378,29,80,student,102,2026-01-14 16:58:49.658150
1379,191,933,student,104,2025-11-29 16:58:49.658150
1380,4,240,student,102,2026-01-17 16:58:49.658150
1381,118,614,student,101,2025-12-16 16:58:49.658150
1382,10,364,student,103,2026-01-18 16:58:49.658150
1383,46,677,student,101,2025-12-17 16:58:49.658150
1384,57,3,student,101,2025-12-08 16:58:49.658150
1385,70,282,student,101,2025-11-20 16:58:49.658150
1386,158,355,student,103,2025-12-28 16:58:49.658150
1387,53,500,student,103,2025-12-05 16:58:49.658150
1388,25,806,student,103,2025-11-06 16:58:49.658150
1389,93,750,student,101,2025-12-02 16:58:49.658150
1390,14,166,student,102,2026-01-13 16:58:49.658150
1391,50,936,student,102,2026-01-13 16:58:49.658150
1392,101,140,student,102,2026-01-27 16:58:49.658150
1393,160,940,student,102,2026-01-24 16:58:49.658150
1394,59,412,student,104,2026-01-09 16:58:49.658150
1395,1,31,student,102,2026-01-02 16:58:49.658150
1396,175,597,student,101,2025-11-10 16:58:49.658150
1397,175,411,student,102,2025-11-30 16:58:49.658150
1398,48,815,student,103,2025-11-03 16:58:49.658150
1399,86,137,student,103,2025-12-07 16:58:49.658150
1400,169,427,student,102,2026-01-11 16:58:49.658150
1401,159,32,student,102,2025-12-06 16:58:49.658150
1402,91,74,student,102,2025-12-18 16:58:49.658150
1403,4,91,student,102,2025-11-19 16:58:49.658150
1404,33,148,student,101,2025-12-10 16:58:49.658150
1405,130,703,student,101,2026-01-07 16:58:49.658150
1406,129,942,student,101,2025-12-23 16:58:49.658150
1407,104,530,student,104,2026-01-14 16:58:49.658150
1408,157,782,student,101,2025-12-25 16:58:49.658150
1409,124,178,student,103,2026-01-26 16:58:49.658150
1410,18,929,student,102,2025-11-04 16:58:49.658150
1411,182,441,student,101,2025-11-05 16:58:49.658150
1412,107,474,student,103,2026-01-28 16:58:49.658150
1413,46,429,student,102,2026-01-06 16:58:49.658150
1414,37,915,student,102,2025-12-20 16:58:49.658150
1415,89,992,student,101,2026-01-02 16:58:49.658150
1416,79,321,student,101,2026-01-14 16:58:49.658150
1417,1,9,student,102,2026-01-14 16:58:49.658150
1418,69,551,student,102,2026-01-26 16:58:49.658150
1419,134,351,student,102,2026-01-19 16:58:49.658150
1420,63,415,student,101,2026-01-28 16:58:49.658150
1421,119,624,student,104,2025-12-26 16:58:49.658150
1422,193,607,student,101,2025-12-28 16:58:49.658150
1423,19,910,student,102,2026-01-09 16:58:49.658150
1424,182,596,student,101,2025-12-17 16:58:49.658150
1425,67,14,student,103,2025-12-15 16:58:49.658150
1426,91,180,student,101,2025-12-29 16:58:49.658150
1427,161,650,student,102,2025-12-02 16:58:49.658150
1428,41,201,student,103,2025-12-31 16:58:49.658150
1429,2,774,student,102,2025-11-30 16:58:49.658150
1430,113,82,student,102,2025-12-30 16:58:49.658150
1431,46,359,student,101,2025-12-10 16:58:49.658150
1432,199,545,student,103,2025-11-28 16:58:49.658150
1433,158,284,student,101,2025-12-26 16:58:49.658150
1434,121,830,student,101,2026-01-15 16:58:49.658150
1435,119,868,student,101,2025-12-28 16:58:49.658150
1436,89,116,student,103,2025-12-21 16:58:49.658150
1437,1,641,student,104,2025-11-21 16:58:49.658150
1438,105,593,student,102,2025-12-08 16:58:49.658150
1439,62,596,student,101,2025-11-19 16:58:49.658150
1440,101,19,student,101,2025-11-20 16:58:49.658150
1441,168,659,student,102,2025-11-17 16:58:49.658150
1442,95,915,student,104,2026-01-08 16:58:49.658150
1443,91,568,student,101,2025-11-25 16:58:49.658150
1444,171,531,student,103,2025-11-25 16:58:49.658150
1445,117,805,student,102,2025-11-11 16:58:49.658150
1446,199,67,student,102,2025-12-03 16:58:49.658150
1447,47,193,student,103,2025-12-02 16:58:49.658150
1448,2,815,student,101,2025-12-16 16:58:49.658150
1449,82,769,student,104,2025-11-15 16:58:49.658150
1450,89,886,student,103,2025-11-03 16:58:49.658150
1451,57,860,student,102,2025-11-08 16:58:49.658150
1452,15,614,student,104,2025-12-03 16:58:49.658150
1453,21,931,student,104,2025-11-12 16:58:49.658150
1454,183,530,student,101,2026-01-07 16:58:49.658150
1455,184,27,student,102,2025-10-30 16:58:49.658150
1456,83,129,student,104,2025-11-29 16:58:49.658150
1457,25,236,student,104,2025-12-25 16:58:49.658150
1458,73,452,student,103,2025-11-01 16:58:49.658150
1459,75,71,student,104,2026-01-27 16:58:49.658150
1460,197,238,student,103,2025-11-01 16:58:49.658150
1461,116,923,student,103,2025-12-16 16:58:49.658150
1462,37,172,student,102,2025-11-18 16:58:49.658150
1463,140,21,student,102,2026-01-02 16:58:49.658150
1464,194,679,student,104,2025-11-03 16:58:49.658150
1465,80,806,student,101,2025-11-29 16:58:49.658150
1466,164,870,student,101,2025-11-02 16:58:49.658150
1467,92,798,student,101,2025-11-02 16:58:49.658150
1468,91,980,student,101,2025-12-03 16:58:49.658150
1469,79,359,student,101,2025-12-22 16:58:49.658150
1470,66,622,student,104,2026-01-27 16:58:49.658150
1471,17,160,student,103,2026-01-21 16:58:49.658150
1472,117,864,student,103,2025-12-18 16:58:49.658150
1473,114,759,student,104,2025-12-16 16:58:49.658150
1474,57,972,student,101,2025-11-12 16:58:49.658150
1475,155,333,student,103,2025-11-15 16:58:49.658150
1476,189,454,student,103,2025-12-06 16:58:49.658150
1477,135,545,student,104,2025-11-07 16:58:49.658150
1478,105,335,student,103,2026-01-22 16:58:49.658150
1479,79,948,student,101,2025-12-31 16:58:49.658150
1480,95,160,student,104,2025-10-30 16:58:49.658150
1481,123,315,student,103,2025-12-11 16:58:49.658150
1482,173,89,student,103,2026-01-18 16:58:49.658150
1483,57,226,student,102,2025-12-13 16:58:49.658150
1484,78,850,student,101,2025-12-24 16:58:49.658150
1485,47,675,student,101,2025-12-17 16:58:49.658150
1486,150,581,student,104,2025-12-13 16:58:49.658150
1487,54,22,student,102,2026-01-20 16:58:49.658150
1488,96,443,student,104,2026-01-22 16:58:49.658150
1489,114,193,student,101,2026-01-25 16:58:49.658150
1490,113,134,student,101,2025-12-10 16:58:49.658150
1491,106,876,student,104,2026-01-14 16:58:49.658150
1492,145,57,student,103,2026-01-11 16:58:49.658150
1493,170,352,student,102,2025-11-04 16:58:49.658150
1494,162,236,student,103,2025-12-01 16:58:49.658150
1495,145,746,student,101,2026-01-22 16:58:49.658150
1496,147,248,student,103,2025-11-27 16:58:49.658150
1497,8,252,student,103,2025-11-23 16:58:49.658150
1498,40,71,student,104,2026-01-22 16:58:49.658150
1499,29,858,student,103,2026-01-02 16:58:49.658150
1500,87,78,student,101,2025-10-31 16:58:49.658150
